instID,church_type,instName,language,instNote,placeName,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingChurch,attendingChurchFrequency,persID,persTitle,persName,persSuffix,persRole,persNote,memberType,member,affiliated,order,year,Unnamed: 30,Unnamed: 31,attendingPersID,attendingChurchNote,diocese,diocese_reg
﻿mob.al.0001,﻿cathedral,﻿Cathedral of the Immaculate Conception,English,,,,,﻿Mobile County,﻿Mobile,﻿Mobile,﻿AL,﻿AL,﻿30.69012,-88.045898,,,,﻿mic_portier_901,﻿Rt. Rev.,﻿Michael Portier,﻿D.D.,,,,,,,1841,,,﻿,﻿,﻿Mobile,Mobile
﻿mob.al.0001,﻿cathedral,﻿Cathedral of the Immaculate Conception,English,,,,,﻿Mobile County,﻿Mobile,﻿Mobile,﻿AL,,﻿30.69012,-88.045898,,,,﻿jam_lesne_901,﻿Rev.,﻿James Lesne,,,,,,,,1841,,,﻿,﻿,﻿Mobile,Mobile
﻿mob.al.0001,﻿cathedral,﻿Cathedral of the Immaculate Conception,English,,,,,﻿Mobile County,﻿Mobile,﻿Mobile,﻿AL,,﻿30.69012,-88.045898,,,,﻿gab_chalon_001,﻿Rev.,﻿Gabriel Chalon,,,,,,,,1841,,,﻿,﻿,﻿Mobile,Mobile
﻿mob.al.0001,﻿cathedral,﻿Cathedral of the Immaculate Conception,English,,,,,﻿Mobile County,﻿Mobile,﻿Mobile,﻿AL,,﻿30.69012,-88.045898,,,,﻿ant_lima_901,﻿Rev.,﻿Antonio Lima,,,,,,,,1841,,,﻿,﻿,﻿Mobile,Mobile
﻿mob.al.0035_02,﻿church,﻿St. Joseph's,English,,﻿Springhill College (Church),,,﻿Mobile County,﻿Mobile,﻿Mobile,﻿AL,﻿AL,﻿30.69404201,-88.13786472,,,,﻿joh_bazin_901,﻿Very Rev.,﻿J. Bazin,,,,,,,,1841,,,﻿,﻿,﻿Mobile,Mobile
﻿mob.al.9005_02,﻿chapel,﻿Chapel of the Visitation,English,,,,,,﻿Summerville,﻿Somerville,﻿AL,﻿AL,"﻿34.472946466188446, -86.79851758352893",-86.798889,,,,﻿jam_lesne_901,﻿Rev.,﻿James Lesne,,,,,,,,1841,,,﻿,﻿,﻿Mobile,Mobile
﻿mob.al.9003,﻿church,﻿St. Paul's,English,,,,,,﻿Mount Vernon,﻿Mount Vernon,﻿AL,﻿AL,﻿31.086365,-88.00993,,,﻿visited by Rev. G Chalon,﻿gab_chalon_001,﻿Rev.,﻿G. Chalon,,,﻿who attends several other stations on both sides of Mobile bay,,,,,1841,,"﻿https://en.wikipedia.org/wiki/Mount_Vernon,_Alabama",﻿,﻿,﻿Mobile,Mobile
﻿mob.al.0022,﻿church,﻿St. Peter's,English,,,,,﻿Montgomery County,﻿Montgomery,﻿Montgomery,﻿AL,﻿AL,﻿32.37547,-86.305845,,,,,,,,,,,,,,1841,,,﻿,﻿,﻿Mobile,Mobile
﻿mob.al.0016,﻿station,[Unnamed Institution],English,,,,,,﻿Greensborough,,﻿AL,,,,﻿mob.al.0022,﻿occasionally visited [from Montgomery],,,,,,,,,,,,1841,,,﻿,﻿,﻿Mobile,Mobile
﻿mob.al.0028,﻿station,[Unnamed Institution],English,,,,,,﻿Tuscaloosa,,﻿AL,,,,﻿mob.al.0022,﻿occasionally visited [from Montgomery],,,,,,,,,,,,1841,,﻿https://www.hschurch.com/history,﻿,﻿,﻿Mobile,Mobile
﻿mob.al.0018,﻿station,[Unnamed Institution],English,,,,,,﻿Huntsville,,﻿AL,,,,﻿mob.al.0022,﻿occasionally visited [from Montgomery],,,,,,,,,,,,1841,,﻿https://www.smvparish.com/about,﻿,﻿,﻿Mobile,Mobile
﻿mob.al.0029,﻿station,[Unnamed Institution],English,,,,,,﻿Tuscumbia,,﻿AL,,,,﻿mob.al.0022,﻿occasionally visited [from Montgomery],,,,,,,,,,,,1841,,,﻿,﻿,﻿Mobile,Mobile
﻿mob.al.0013,﻿station,[Unnamed Institution],English,,,,,,﻿Florence,,﻿AL,,,,﻿mob.al.0022,﻿occasionally visited [from Montgomery],,,,,,,,,,,,1841,,,﻿,﻿,﻿Mobile,Mobile
﻿mob.al.9001,﻿station,[Unnamed Institution],English,,﻿Swift Creek,,,,,,﻿AL,,,,﻿mob.al.0022,﻿occasionally visited [from Montgomery],,,,,,,,,,,,1841,,,﻿,﻿,﻿Mobile,Mobile
﻿mob.al.9000,﻿church,﻿St. Michael's,English,,,,,﻿Escambia County,﻿Pensacola,﻿Pensacola,﻿FL,﻿FL,﻿30.413788,-87.216271,,,,﻿joh_s_guinand_901,﻿Rev.,﻿S. Guinand,,,,,,,,1841,,﻿https://stmichaelbasilica.com/our-history,﻿,﻿,﻿Mobile,Mobile
﻿sta.fl.9000,﻿station,[Unnamed Institution],English,,﻿Barranco,﻿West Florida,,,,,﻿FL,﻿FL,,,,,﻿visited by Rev. S. Guinand,﻿joh_s_guinand_901,﻿Rev.,﻿S. Guinand,,,,,,,,1841,,,﻿,﻿,﻿Mobile,Mobile
﻿sta.fl.9001,﻿station,[Unnamed Institution],English,,﻿Perdido Bay,﻿West Florida,,,,,﻿FL,﻿FL,,,,,﻿visited by Rev. S. Guinand,﻿joh_s_guinand_901,﻿Rev.,﻿S. Guinand,,,,,,,,1841,,,﻿,﻿,﻿Mobile,Mobile
﻿sta.fl.9002,﻿station,[Unnamed Institution],English,,﻿Escombia Bay,﻿West Florida,,,,,﻿FL,﻿FL,,,,,﻿visited by Rev. S. Guinand,﻿joh_s_guinand_901,﻿Rev.,﻿S. Guinand,,,,,,,,1841,,,﻿,﻿,﻿Mobile,Mobile
﻿sta.fl.9008,﻿station,[Unnamed Institution],English,,﻿Black Water,﻿West Florida,,,,,,,,,,,,,,,,,,,,,,1841,,,﻿,﻿,﻿Mobile,Mobile
﻿sta.fl.9003,﻿station,[Unnamed Institution],English,,﻿St. Joseph's Bay,﻿West Florida,,,,,﻿FL,﻿FL,,,,,﻿visited by Rev. G Chalon,﻿gab_chalon_001,﻿Rev.,﻿G. Chalon,,,,,,,,1841,,,﻿,﻿,﻿Mobile,Mobile
﻿sta.fl.9007,﻿station,[Unnamed Institution],English,,﻿Apalachicola Bay,﻿West Florida,,,,,﻿FL,,,,,,﻿visited by Rev. G Chalon,﻿gab_chalon_001,﻿Rev.,﻿G. Chalon,,,,,,,,1841,,,﻿,﻿,﻿Mobile,Mobile
﻿sta.fl.0005,﻿station,[Unnamed Institution],English,,,﻿West Florida,,,﻿Tallahasse,,﻿FL,,,,,,﻿visited by Rev. G Chalon,﻿gab_chalon_001,﻿Rev.,﻿G. Chalon,,,,,,,,1841,,,﻿,﻿,﻿Mobile,Mobile
﻿sta.fl.0001,﻿church,﻿St. Augustine's,English,,,,,﻿St. Johns County,﻿St. Augustine,﻿St. Augustine,﻿FL,﻿FL,﻿29.893102,-81.312449,,,,﻿c_rampon_901,﻿Rev.,﻿C. Rampon,,,﻿and other stations,,,,,1841,,,﻿,﻿,﻿Mobile,Mobile
﻿sta.fl.0006,﻿church,[Unnamed Institution],English,,,,,﻿Nassau County,﻿Fernandina,﻿Fernandina Beach,﻿FL,﻿FL,﻿30.673797,-81.461528,,,﻿[attended by] Rev. C. Rampon,﻿c_rampon_901,﻿Rev.,﻿C. Rampon,,,,,,,,1841,,,﻿,﻿,﻿Mobile,Mobile
﻿sta.fl.0002,﻿station,[Unnamed Institution],English,,,,,,﻿Jacksonville,,﻿FL,﻿FL,,,,,﻿[attended by] Rev. C. Rampon,﻿c_rampon_901,﻿Rev.,﻿C. Rampon,,,,,,,,1841,,,﻿,﻿,﻿Mobile,Mobile
﻿mob.al.0035,﻿college,﻿College of Spring Hill,English,"﻿the Faculty is two Professors of Enligh, two of the French, two of the Latin, one of the Spanish, Professor of Mathematics and a Director General of Studiest",﻿seven miles West of the city of Mobile,,,﻿Mobile County,﻿Mobile,﻿Mobile,﻿AL,﻿AL,﻿30.69404201,-88.13786472,,,,﻿mic_portier_901,﻿Right Rev. Dr.,﻿Portier,,﻿Bishop of Mobile,,﻿students,﻿70 boarders,,,1841,"﻿Two Professors of the English Language, two of the French, two of the Latin and one of the Spanish, a Professor of the Mathematics and a Director General of Studies, constitute the Faculty the Council of the College, under the direction of the founder, Rt. Rev. Dr. Portier, or the President, his Vicar General, to whom are also assigned the duties of the Greek Professorship. It is needless to mention that Geography, Astronomy, History, Rhetoric, Belles Lettres, the elements of Physics and Chemistry, &e. &e. are included in the course of studies. The College of Spring Hill is designed to be essentially classic. All the students, without exception, will pursue according to their age, progress, and the direction of the Council of professors, in connection with other branches, the Study of the Ancient and Modern Languages. The English, however, will be exclusively the language of communication.",,﻿,﻿,﻿Mobile,Mobile
﻿mob.al.0035,﻿college,﻿College of Spring Hill,English,"﻿the Faculty is two Professors of Enligh, two of the French, two of the Latin, one of the Spanish, Professor of Mathematics and a Director General of Studiest",﻿seven miles West of the city of Mobile,,,﻿Mobile County,﻿Mobile,﻿Mobile,﻿AL,,﻿30.69404201,-88.13786472,,,,﻿joh_bazin_901,﻿Very Rev.,﻿J. Bazin,,﻿President,,﻿students,﻿70 boarders,,,1841,,,﻿,﻿,﻿Mobile,Mobile
﻿mob.al.0035,﻿college,﻿College of Spring Hill,English,"﻿the Faculty is two Professors of Enligh, two of the French, two of the Latin, one of the Spanish, Professor of Mathematics and a Director General of Studiest",﻿seven miles West of the city of Mobile,,,﻿Mobile County,﻿Mobile,﻿Mobile,﻿AL,,﻿30.69404201,-88.13786472,,,,﻿j_m_portier_901,﻿Rev.,﻿J. M. Portier,,﻿Prefect of Studies,,﻿students,﻿70 boarders,,,1841,,,﻿,﻿,﻿Mobile,Mobile
﻿mob.al.0035,﻿college,﻿College of Spring Hill,English,"﻿the Faculty is two Professors of Enligh, two of the French, two of the Latin, one of the Spanish, Professor of Mathematics and a Director General of Studiest",﻿seven miles West of the city of Mobile,,,﻿Mobile County,﻿Mobile,﻿Mobile,﻿AL,,﻿30.69404201,-88.13786472,,,,﻿pat_hackett_901,﻿Rev.,﻿P. Hackett,,﻿Professor,,﻿students,﻿70 boarders,,,1841,,,﻿,﻿,﻿Mobile,Mobile
﻿sta.fl.0001_02,﻿academy,﻿Academy for Boys,English,,,﻿East Florida,,,﻿St. Augustine,﻿St. Augustine,﻿FL,﻿FL,﻿29.893102,-81.312449,,,,,,,,,,,,,,1841,,,﻿,﻿,﻿Mobile,Mobile
﻿mob.al.0001_02,﻿school for boys,﻿School for Boys,English,,,,,,﻿Mobile,﻿Mobile,﻿AL,﻿AL,﻿30.69012,-88.045898,,,﻿under the patronage of the bishop,﻿mic_portier_901,﻿Rt. Rev.,﻿Michael Portier,,,,,,,,1841,,,﻿,﻿,﻿Mobile,Mobile
﻿mob.al.0037&0037_02,﻿convent and academy,﻿Convent and Academy of the Visitation of B.V. Mary,English,,﻿Summerville,﻿within three miles of Mobile,,﻿Mobile County,﻿Mobile,﻿Mobile,﻿AL,﻿AL,﻿30.69365164,-88.0931224,,,,,,,,,,,﻿11 sisters,,,1841,,,﻿,﻿,﻿Mobile,Mobile
﻿mob.al.0037&0037_02,﻿convent and academy,﻿Convent and Academy of the Visitation of B.V. Mary,English,,﻿Summerville,﻿within three miles of Mobile,,﻿Mobile County,﻿Mobile,﻿Mobile,﻿AL,,﻿30.69365164,-88.0931224,,,,,,,,,,,﻿20 boarders,,,1841,,,﻿,﻿,﻿Mobile,Mobile
﻿sta.fl.9009,﻿seminary,﻿Seminary for Young Ladies,English,,,﻿West Florida,,,﻿Pensacola,,﻿FL,,,,,,,,,,,,,,,﻿conducted by the ladies of the Retreat,,1841,,,﻿,﻿,﻿Mobile,Mobile
﻿mob.al.9006,﻿school for girls,﻿School for Girls,English,,,,,,﻿Mobile,﻿Mobile,﻿AL,﻿AL,,,,,﻿under the patronage of the bishop,﻿mic_portier_901,﻿Rt. Rev.,﻿Michael Portier,,,,,,,,1841,,,﻿,﻿,﻿Mobile,Mobile
﻿mob.al.0048,﻿asylum,﻿Orphan Asylum,English,﻿furnished by Rt. Rev. Michael Portier,,,,,﻿Mobile,﻿Mobile,﻿AL,﻿AL,,,,,,,,,,,,,﻿24 orphans,"﻿under the direction of the ""Charitable Catholic Ladies' Society""",,1841,,,﻿,﻿,﻿Mobile,Mobile
